full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Adi Nalic,24,880963200,1997-12-01,International Friendlies,2022,Midfielder,Bosnia-Herzegovina,66,66,0,Sweden,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,-1,-1,-1,22
Adilet Kanybekov,19,1038211200,2002-11-25,International Friendlies,2022,Midfielder,Kyrgyzstan,0,0,0,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adilson Cipriano da Cruz,28,756028800,1993-12-16,International Friendlies,2022,Goalkeeper,Angola,0,0,0,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adisak Kraisorn,31,665395200,1991-02-01,International Friendlies,2022,Forward,Thailand,61,61,0,Thailand,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,-1,-1,-1,12
Adjiguesena Nourdine Balora,29,731664000,1993-03-09,International Friendlies,2022,Goalkeeper,Burkina,0,0,0,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adnan Januzaj,27,791971200,1995-02-05,International Friendlies,2022,Midfielder,Belgium,68,53,15,Belgium,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1.32,68,34,0,0,0,-1,-1,-1,24
Adnan Kovačević,29,747558000,1993-09-09,International Friendlies,2022,Defender,Bosnia-Herzegovina,76,76,0,Bosnia and Herzegovina,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.18,76,76,0,0,0,-1,-1,-1,13
Adnan Mohammed,26,836290800,1996-07-02,International Friendlies,2022,Forward,Pakistan,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adolfo Josè Hirsch,36,507542400,1986-01-31,International Friendlies,2022,Forward,San Marino,34,34,0,San Marino,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,-1,-1,-1,6
Adrián Andrés Cubas,26,831798000,1996-05-11,International Friendlies,2022,Midfielder,Paraguay,316,0,316,Argentina,4,0,4,0,0,0,0,0,0,0,0,1,0,1,6,0,6,0,0,0,0,0,0,0,0,1.71,53,79,0,0,0,71,51,-1,27
Adrian Bajrami,20,1017993600,2002-04-05,International Friendlies,2022,Midfielder,Albania,109,109,0,Switzerland,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,-1,-1,-1,7
Adrian Jusino,30,710665200,1992-07-09,International Friendlies,2022,Midfielder,Bolivia,180,90,90,USA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,1.5,60,90,180,0,0.5,-1,-1,-1,15
Adrián Kaprálik,20,1023692400,2002-06-10,International Friendlies,2022,Forward,Slovakia,1,1,0,Slovakia,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,15
Adrian Mariappa,36,528706800,1986-10-03,International Friendlies,2022,Defender,Jamaica,90,0,90,Jamaica,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,30,90,0,0,0,-1,-1,-1,19
Adrián Maximiliano Peralta,40,389689200,1982-05-08,International Friendlies,2022,Midfielder,Uzbekistan,90,90,0,Argentina,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,5
Adrian Rúnason Justinussen,24,901004400,1998-07-21,International Friendlies,2022,Midfielder,Faroe Islands,21,0,21,Faroe Islands,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,-1,-1,-1,16
Adrián Rus,26,827136000,1996-03-18,International Friendlies,2022,Defender,Romania,188,88,100,Romania,3,1,2,1,0,1,0,0,0,0,0,1,0,1,2,1,1,1,0,0.48,0,0.48,0,0.9,188,0.96,94,63,188,0,0.48,-1,-1,-1,4
Adrien Rabiot,27,796892400,1995-04-03,International Friendlies,2022,Midfielder,France,80,80,0,France,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,80,0,1.13,-1,-1,-1,9
Ağabala Ramazanov,29,727516800,1993-01-20,International Friendlies,2022,Forward,Azerbaijan,0,0,0,Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Agenor Báez Cano,24,882432000,1997-12-18,International Friendlies,2022,Midfielder,Nicaragua,0,0,0,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Agero José Jonasse,32,639212400,1990-04-04,International Friendlies,2022,Defender,Mozambique,0,0,0,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Agon Elezi,21,983433600,2001-03-01,International Friendlies,2022,Midfielder,FYR Macedonia,3,3,0,FYR Macedonia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,-1,5
Agon Sadiku,19,1047283200,2003-03-10,International Friendlies,2022,Forward,Kosovo,180,180,0,Finland,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,-1,-1,-1,14
Aguibou Camara,21,990342000,2001-05-20,International Friendlies,2022,Midfielder,Guinea,103,0,103,Guinea,2,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.87,103,52,0,0,0,-1,-1,-1,15
Agustín Canobbio Graviz,24,907225200,1998-10-01,International Friendlies,2022,Midfielder,Uruguay,73,0,73,Uruguay,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,-1,-1,-1,29
Agustín Maximiliano Rogel Paita,25,877071600,1997-10-17,International Friendlies,2022,Defender,Uruguay,0,0,0,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ahmad Al Dhefiri,30,694944000,1992-01-09,International Friendlies,2022,Midfielder,Kuwait,90,0,90,Kuwait,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,11
Ahmad Al Shemali,28,776934000,1994-08-15,International Friendlies,2022,Defender,Venezuela,84,0,84,Syria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2.14,42,84,0,0,0,-1,-1,-1,5
Ahmad Ibrahim,31,672303600,1991-04-22,International Friendlies,2022,Defender,Iraq,90,90,0,Iraq,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,90,1,90,90,0,0,0,-1,-1,-1,4
Ahmad Madania,32,631180800,1990-01-01,International Friendlies,2022,Goalkeeper,Venezuela,180,180,0,Syria,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,24
Ahmad Nourollahi,29,728553600,1993-02-01,International Friendlies,2022,Midfielder,Iran,90,0,90,Iran,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,16
Ahmad Saad,37,469785600,1984-11-20,International Friendlies,2022,Midfielder,Syria,90,90,0,Saudi Arabia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,13
Ahmad Yasin Dali,20,1016697600,2002-03-21,International Friendlies,2022,Forward,Venezuela,90,0,90,Syria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,2,45,90,90,0,1,-1,-1,-1,15
Ahmed Abdulla Jamil,23,916473600,1999-01-16,International Friendlies,2022,Defender,UAE,205,205,0,UAE,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2.2,41,68,0,0,0,-1,-1,-1,11
Ahmed Aboel Fettoh,24,890553600,1998-03-22,International Friendlies,2022,Defender,Egypt,22,22,0,Egypt,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,-1,-1,-1,14
Ahmed Alaaeldin Abdelmotaal,29,728467200,1993-01-31,International Friendlies,2022,Forward,Qatar,1,1,0,Qatar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,5
Ahmed Bamsaud,26,817027200,1995-11-22,International Friendlies,2022,Defender,Saudi Arabia,0,0,0,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ahmed El Sayed Refaat,29,740559600,1993-06-20,International Friendlies,2022,Midfielder,Egypt,70,0,70,Egypt,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2.57,35,70,0,0,0,-1,-1,-1,26
Ahmed Fadel Hasaba,29,734166000,1993-04-07,International Friendlies,2022,Defender,Qatar,0,0,0,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ahmed Faraj Abdulla Al Rawahi,28,768121200,1994-05-05,International Friendlies,2022,Goalkeeper,Oman,3,3,0,Oman,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,-1,12
Ahmed Hamdi Hussein Hafez,24,887097600,1998-02-10,International Friendlies,2022,Midfielder,Egypt,86,0,86,Egypt,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3.14,29,86,0,0,0,-1,-1,-1,29
Ahmed Hassan Mahgoub,29,731318400,1993-03-05,International Friendlies,2022,Forward,Egypt,108,106,2,Egypt,3,2,1,1,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0.83,0,0.83,0.85,0,108,0,0,36,0,0,0,-1,-1,-1,4
Ahmed Hegazi,31,664790400,1991-01-25,International Friendlies,2022,Defender,Egypt,270,180,90,Egypt,3,2,1,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0.33,270,90,0,0,0,-1,-1,-1,21
Ahmed Khalifa Said Al Kaabi,26,842770800,1996-09-15,International Friendlies,2022,Midfielder,Oman,90,90,0,Oman,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,8
Ahmed Mohammed Khalfan Al Khamisi,30,691142400,1991-11-26,International Friendlies,2022,Defender,Oman,90,90,0,Oman,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,7
Ahmed Mubarak Bughammar,24,883468800,1997-12-30,International Friendlies,2022,Forward,Bahrain,62,62,0,Bahrain,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.45,62,62,0,0,0,-1,-1,-1,6
Ahmed Naser Mahmoud Al Shenawy,31,674204400,1991-05-14,International Friendlies,2022,Goalkeeper,Egypt,0,0,0,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ahmed Reda Tagnaouti,26,828691200,1996-04-05,International Friendlies,2022,Goalkeeper,Morocco,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ahmed Saleh Samir,31,670060800,1991-03-27,International Friendlies,2022,Midfielder,Jordan,169,90,79,Jordan,2,1,1,0,0,0,1,0,1,0,0,1,1,0,2,0,2,0,0,0.53,0.53,0,0,0,0,1.07,85,85,0,169,0,-1,-1,-1,10
Ahmed Sayed,26,821260800,1996-01-10,International Friendlies,2022,Midfielder,Egypt,84,46,38,Egypt,3,1,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,2.14,42,28,0,0,0,-1,-1,-1,23
Ahmed Touba,24,889776000,1998-03-13,International Friendlies,2022,Defender,Algeria,242,152,90,Belgium,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,1.49,61,81,0,0,0,-1,-1,-1,8
Ahmet Atef,24,890467200,1998-03-21,International Friendlies,2022,Forward,Egypt,9,0,9,Egypt,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,9,9,0,0,0,-1,-1,-1,25
Ahoueke Denkey,21,975571200,2000-11-30,International Friendlies,2022,Midfielder,Togo,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aiham Ousou,22,947404800,2000-01-09,International Friendlies,2022,Defender,Sweden,44,44,0,Sweden,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,-1,-1,-1,8
Ailton Yude Tomé Macuacua,25,866703600,1997-06-19,International Friendlies,2022,Midfielder,Mozambique,54,0,54,Mozambique,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,-1,-1,-1,10
Aimé Mabika,24,903250800,1998-08-16,International Friendlies,2022,Defender,Zambia,90,90,0,Zambia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,18
Aimn Akil,23,918547200,1999-02-09,International Friendlies,2022,Midfielder,Venezuela,24,0,24,Syria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,-1,-1,-1,8
Aishi Manula,27,810975600,1995-09-13,International Friendlies,2022,Goalkeeper,Tanzania,0,0,0,Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aïssa Bilal Laïdouni,25,850464000,1996-12-13,International Friendlies,2022,Defender,Tunisia,90,0,90,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,0,0,0,0,0,0,0,5,18,90,90,0,1,-1,-1,-1,7
Aïssa Mandi,31,688114800,1991-10-22,International Friendlies,2022,Defender,Algeria,445,355,90,Algeria,5,4,1,0,0,0,0,0,0,0,0,2,2,0,4,2,2,0,0,0,0,0,0,0,0,0.81,111,89,0,0,0,169,149,33,18
Aizar Akmatov,24,903942000,1998-08-24,International Friendlies,2022,Defender,Kyrgyzstan,159,69,90,Kyrgyzstan,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1.13,80,80,159,0,0.57,-1,-1,-1,15
Ajdin Hrustic,26,836550000,1996-07-05,International Friendlies,2022,Midfielder,Australia,78,78,0,Australia,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,-1,-1,-1,21
Akash Mishra,20,1006848000,2001-11-27,International Friendlies,2022,Defender,India,180,90,90,India,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,20
Akeem Hill,26,846835200,1996-11-01,International Friendlies,2022,Forward,Barbados,44,0,44,Barbados,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,10.23,9,44,0,0,0,-1,-1,-1,13
Akhlidin Israilov,28,779698800,1994-09-16,International Friendlies,2022,Midfielder,Kyrgyzstan,0,0,0,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Akhtam Nazarov,30,717750000,1992-09-29,International Friendlies,2022,Defender,Tajikistan,180,180,0,Tajikistan,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,9
Akim Zedadka,27,801817200,1995-05-30,International Friendlies,2022,Defender,Algeria,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Akimaliev Kalysbek,29,721900800,1992-11-16,International Friendlies,2022,Goalkeeper,Kyrgyzstan,0,0,0,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Akmal Mozgovoy,22,954662400,2000-04-02,International Friendlies,2022,Midfielder,Uzbekistan,18,18,0,Uzbekistan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,-1,-1,-1,9
Ákos Kecskés,26,820742400,1996-01-04,International Friendlies,2022,Defender,Hungary,18,10,8,Hungary,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,14
Akram Hassan Afif,25,848304000,1996-11-18,International Friendlies,2022,Forward,Qatar,360,360,0,Qatar,4,4,0,2,2,0,1,1,0,1,0,1,1,0,3,3,0,1,0,0.75,0.25,0.5,0.5,0,180,0.75,120,90,360,360,0.25,21,30,-1,1
Akram Tawfik,24,878976000,1997-11-08,International Friendlies,2022,Midfielder,Egypt,90,0,90,Egypt,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,90,90,90,0,1,-1,-1,-1,13
Alaa Abbas,25,869986800,1997-07-27,International Friendlies,2022,Forward,Iraq,90,0,90,Iraq,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,5
Alaa Al Dali,25,852278400,1997-01-03,International Friendlies,2022,Forward,Venezuela,156,90,66,Syria,2,1,1,0,0,0,1,0,1,0,0,0,0,0,3,1,2,0,0,0.58,0.58,0,0,0,0,1.73,52,78,0,156,0,-1,-1,-1,22
Alain Baroja Méndez,33,625129200,1989-10-23,International Friendlies,2022,Goalkeeper,Syria,0,0,0,Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,16
Alan Browne,27,797929200,1995-04-15,International Friendlies,2022,Midfielder,Republic of Ireland,250,184,66,Republic of Ireland,4,3,1,2,2,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0.72,0,0.72,0.98,0,125,0.72,125,63,0,0,0,-1,-1,-1,1
Alan Max Benítez Domínguez,28,759484800,1994-01-25,International Friendlies,2022,Defender,Paraguay,90,0,90,Paraguay,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,23,90,0,0,0,-1,-1,-1,30
Alan Steven Franco Palma,24,903682800,1998-08-21,International Friendlies,2022,Midfielder,Ecuador,140,114,26,Ecuador,4,2,2,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,-1,-1,-1,8
Albert Alavedra,23,920016000,1999-02-26,International Friendlies,2022,Defender,Andorra,180,90,90,Andorra,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,90,90,180,0,0.5,-1,-1,-1,16
Albert Gudmundsson,25,866358000,1997-06-15,International Friendlies,2022,Midfielder,Iceland,22,0,22,Iceland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.09,22,22,0,0,0,-1,-1,-1,8
Albert Reyes Roig,26,827654400,1996-03-24,International Friendlies,2022,Midfielder,Andorra,3,3,0,Andorra,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,-1,7
Albert Rosas Ubach,20,1029740400,2002-08-19,International Friendlies,2022,Forward,Andorra,90,0,90,Andorra,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,8
Albert-Mboyo Sambi Lokonga,23,940575600,1999-10-22,International Friendlies,2022,Forward,Belgium,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alberto Abdiel Quintero Medina,34,566812800,1987-12-18,International Friendlies,2022,Midfielder,Panama,98,8,90,Panama,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.92,98,49,0,0,0,-1,-1,-1,28
Alberto Adão Campos Miguel,24,881395200,1997-12-06,International Friendlies,2022,Midfielder,Angola,90,0,90,Angola,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,8
Alberto Armando Alface,21,987318000,2001-04-15,International Friendlies,2022,Defender,Mozambique,42,0,42,Mozambique,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4.29,21,42,0,0,0,-1,-1,-1,5
Albi Doka,25,867308400,1997-06-26,International Friendlies,2022,Defender,Albania,0,0,0,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aldo Sebastián Corzo Chávez,33,611650800,1989-05-20,International Friendlies,2022,Defender,Peru,245,245,0,Peru,3,3,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0.37,245,82,0,0,0,-1,-1,-1,39
Aleix Viladot Carames,25,867308400,1997-06-26,International Friendlies,2022,Defender,Andorra,2,2,0,Andorra,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,6
Alejandro Cristoph Duarte Preuss,28,765529200,1994-04-05,International Friendlies,2022,Goalkeeper,Peru,0,0,0,Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alejandro Gómez,34,571910400,1988-02-15,International Friendlies,2022,Midfielder,Argentina,144,144,0,Argentina,2,2,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,1.25,1.25,0,0,0,0,0,0,72,0,72,0,-1,-1,-1,27
Alejandro Miguel Galindo,30,699782400,1992-03-05,International Friendlies,2022,Midfielder,Guatemala,242,90,152,Guatemala,4,1,3,0,0,0,0,0,0,0,0,1,0,1,4,1,3,0,0,0,0,0,0,0,0,1.49,61,61,0,0,0,-1,-1,-1,19
Alejandro Zendejas Saavedra,24,886838400,1998-02-07,International Friendlies,2022,Midfielder,Mexico,72,72,0,Mexico,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,-1,-1,-1,30
Aleksa Terzić,23,934873200,1999-08-17,International Friendlies,2022,Defender,Serbia,25,0,25,Serbia,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,-1,-1,-1,17
Aleksandar Dragović,31,668246400,1991-03-06,International Friendlies,2022,Defender,Austria,90,90,0,Austria,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,32
Aleksandar Mitrović,28,779698800,1994-09-16,International Friendlies,2022,Forward,Serbia,152,0,152,Serbia,2,0,2,0,0,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,1.78,51,76,0,0,0,-1,-1,-1,20
Aleksandar Šćekić,30,692524800,1991-12-12,International Friendlies,2022,Midfielder,Montenegro,31,0,31,Montenegro,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,31,0,2.9,-1,-1,-1,6
Aleksandr Kovalenko,19,1060326000,2003-08-08,International Friendlies,2022,Midfielder,Russia,46,0,46,Russia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.96,46,46,0,0,0,-1,-1,-1,24
Aleksandr Marochkin,32,647938800,1990-07-14,International Friendlies,2022,Defender,Kazakhstan,180,0,180,Kazakhstan,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,15
Aleksandr Selikhov,28,765702000,1994-04-07,International Friendlies,2022,Goalkeeper,Russia,46,0,46,Russia,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,-1,-1,-1,12
Aleksandr Siljanov,21,982396800,2001-02-17,International Friendlies,2022,Defender,Russia,113,0,113,Russia,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,-1,-1,-1,20
Aleksandr Soldatenkov,25,851760000,1996-12-28,International Friendlies,2022,Defender,Russia,90,0,90,Russia,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,11
Aleksandr Zarutskiy,29,746348400,1993-08-26,International Friendlies,2022,Goalkeeper,Kazakhstan,0,0,0,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
